concept_id,concept_code,concept_name,body_system,progressive,icd
45571511,C46.2,Kaposi sarcoma of palate,malignancy,n/a,10
45571515,C49.5,Malignant neoplasm: Connective and soft tissue of pelvis,malignancy,n/a,10
45571524,C54.3,Malignant neoplasm: Fundus uteri,malignancy,n/a,10
45571526,C60.2,Malignant neoplasm: Body of penis,malignancy,n/a,10
45571527,C67.3,Malignant neoplasm: Anterior wall of bladder,malignancy,n/a,10
45571528,C67.9,"Malignant neoplasm: Bladder, unspecified",malignancy,n/a,10
45571532,C71.9,"Malignant neoplasm: Brain, unspecified",malignancy,n/a,10
45571534,C76.3,Malignant neoplasm of other and ill-defined sites: Pelvis,malignancy,n/a,10
45571538,C77.3,Secondary and unspecified malignant neoplasm: Axillary and upper limb lymph nodes,malignancy,n/a,10
45571539,C79.2,Secondary malignant neoplasm of skin,malignancy,n/a,10
45581198,C00.1,Malignant neoplasm: External lower lip,malignancy,n/a,10
45581199,C00.8,Malignant neoplasm: Overlapping lesion of lip,malignancy,n/a,10
45581201,C16.1,Malignant neoplasm: Fundus of stomach,malignancy,n/a,10
45581202,C24.8,Malignant neoplasm: Overlapping lesion of biliary tract,malignancy,n/a,10
45581219,C47.5,Malignant neoplasm: Peripheral nerves of pelvis,malignancy,n/a,10
45581220,C49.8,Malignant neoplasm: Overlapping lesion of connective and soft tissue,malignancy,n/a,10
45581226,C72.0,Malignant neoplasm: Spinal cord,malignancy,n/a,10
45581227,C76.8,Malignant neoplasm of other and ill-defined sites: Overlapping lesion of other and ill-defined sites,malignancy,n/a,10
42619338,D47.4,Osteomyelofibrosis,malignancy,n/a,10
45537860,C83.77,"Burkitt lymphoma, spleen",malignancy,n/a,10
45532899,C34.02,Malignant neoplasm of left main bronchus,malignancy,n/a,10
45532904,C44.111,"Basal cell carcinoma of skin of unspecified eyelid, including canthus",malignancy,n/a,10
45532907,C44.40,Unspecified malignant neoplasm of skin of scalp and neck,malignancy,n/a,10
45532908,C44.712,"Basal cell carcinoma of skin of right lower limb, including hip",malignancy,n/a,10
45532909,C44.722,"Squamous cell carcinoma of skin of right lower limb, including hip",malignancy,n/a,10
45532910,C44.91,"Basal cell carcinoma of skin, unspecified",malignancy,n/a,10
45532911,C50.111,Malignant neoplasm of central portion of right female breast,malignancy,n/a,10
45532912,C50.121,Malignant neoplasm of central portion of right male breast,malignancy,n/a,10
45532915,C56.2,Malignant neoplasm of left ovary,malignancy,n/a,10
45532916,C57.20,Malignant neoplasm of unspecified round ligament,malignancy,n/a,10
45532919,C62.90,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",malignancy,n/a,10
45532920,C62.92,"Malignant neoplasm of left testis, unspecified whether descended or undescended",malignancy,n/a,10
45532921,C63.00,Malignant neoplasm of unspecified epididymis,malignancy,n/a,10
45532923,C66.1,Malignant neoplasm of right ureter,malignancy,n/a,10
45532926,C69.01,Malignant neoplasm of right conjunctiva,malignancy,n/a,10
45532927,C69.31,Malignant neoplasm of right choroid,malignancy,n/a,10
45532928,C69.52,Malignant neoplasm of left lacrimal gland and duct,malignancy,n/a,10
45532932,C74.02,Malignant neoplasm of cortex of left adrenal gland,malignancy,n/a,10
45532937,C79.49,Secondary malignant neoplasm of other parts of nervous system,malignancy,n/a,10
45532939,C79.89,Secondary malignant neoplasm of other specified sites,malignancy,n/a,10
45532940,C7B.00,"Secondary carcinoid tumors, unspecified site",malignancy,n/a,10
45532941,C7B.04,Secondary carcinoid tumors of peritoneum,malignancy,n/a,10
45532942,C81.14,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45532943,C81.44,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45532944,C82.01,"Follicular lymphoma grade I, lymph nodes of head, face, and neck",malignancy,n/a,10
45532945,C82.08,"Follicular lymphoma grade I, lymph nodes of multiple sites",malignancy,n/a,10
45532947,C82.34,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",malignancy,n/a,10
45532948,C82.43,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",malignancy,n/a,10
45532949,C82.62,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45532950,C82.88,"Other types of follicular lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45532951,C83.80,"Other non-follicular lymphoma, unspecified site",malignancy,n/a,10
45532952,C83.89,"Other non-follicular lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45532953,C84.90,"Mature T/NK-cell lymphomas, unspecified, unspecified site",malignancy,n/a,10
45532954,C84.96,"Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",malignancy,n/a,10
45532955,C84.A4,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",malignancy,n/a,10
45532958,C91.30,Prolymphocytic leukemia of B-cell type not having achieved remission,malignancy,n/a,10
45532959,C92.02,"Acute myeloblastic leukemia, in relapse",malignancy,n/a,10
45532960,C92.30,"Myeloid sarcoma, not having achieved remission",malignancy,n/a,10
45532961,C92.40,"Acute promyelocytic leukemia, not having achieved remission",malignancy,n/a,10
45532962,C92.62,Acute myeloid leukemia with 11q23-abnormality in relapse,malignancy,n/a,10
45532963,C92.A2,"Acute myeloid leukemia with multilineage dysplasia, in relapse",malignancy,n/a,10
45532964,C94.32,"Mast cell leukemia, in relapse",malignancy,n/a,10
45532965,C95.12,"Chronic leukemia of unspecified cell type, in relapse",malignancy,n/a,10
45537790,C06.80,Malignant neoplasm of overlapping sites of unspecified parts of mouth,malignancy,n/a,10
45537802,C40.80,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,malignancy,n/a,10
45537808,C44.309,Unspecified malignant neoplasm of skin of other parts of face,malignancy,n/a,10
45537809,C44.329,Squamous cell carcinoma of skin of other parts of face,malignancy,n/a,10
45537810,C44.42,Squamous cell carcinoma of skin of scalp and neck,malignancy,n/a,10
45537811,C44.590,Other specified malignant neoplasm of anal skin,malignancy,n/a,10
45537812,C44.599,Other specified malignant neoplasm of skin of other part of trunk,malignancy,n/a,10
45537813,C44.99,"Other specified malignant neoplasm of skin, unspecified",malignancy,n/a,10
45537819,C4A.20,Merkel cell carcinoma of unspecified ear and external auricular canal,malignancy,n/a,10
45537820,C50.112,Malignant neoplasm of central portion of left female breast,malignancy,n/a,10
45537821,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,malignancy,n/a,10
45537822,C50.529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,malignancy,n/a,10
45537823,C50.629,Malignant neoplasm of axillary tail of unspecified male breast,malignancy,n/a,10
45537824,C50.829,Malignant neoplasm of overlapping sites of unspecified male breast,malignancy,n/a,10
45537828,C65.1,Malignant neoplasm of right renal pelvis,malignancy,n/a,10
45537832,C69.11,Malignant neoplasm of right cornea,malignancy,n/a,10
45537833,C69.90,Malignant neoplasm of unspecified site of unspecified eye,malignancy,n/a,10
45537834,C69.91,Malignant neoplasm of unspecified site of right eye,malignancy,n/a,10
45537840,C78.01,Secondary malignant neoplasm of right lung,malignancy,n/a,10
45537842,C79.19,Secondary malignant neoplasm of other urinary organs,malignancy,n/a,10
45537843,C79.32,Secondary malignant neoplasm of cerebral meninges,malignancy,n/a,10
45537844,C7A.1,Malignant poorly differentiated neuroendocrine tumors,malignancy,n/a,10
45537846,C81.16,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45537847,C81.18,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45537848,C81.25,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45537849,C81.32,"Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45537850,C82.02,"Follicular lymphoma grade I, intrathoracic lymph nodes",malignancy,n/a,10
45537851,C82.11,"Follicular lymphoma grade II, lymph nodes of head, face, and neck",malignancy,n/a,10
45537852,C82.18,"Follicular lymphoma grade II, lymph nodes of multiple sites",malignancy,n/a,10
45537853,C82.22,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",malignancy,n/a,10
45537854,C82.47,"Follicular lymphoma grade IIIb, spleen",malignancy,n/a,10
45537855,C82.57,"Diffuse follicle center lymphoma, spleen",malignancy,n/a,10
45537856,C82.58,"Diffuse follicle center lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45537857,C82.59,"Diffuse follicle center lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45537858,C83.02,"Small cell B-cell lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45537859,C83.09,"Small cell B-cell lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45537861,C83.95,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45537862,C83.97,"Non-follicular (diffuse) lymphoma, unspecified, spleen",malignancy,n/a,10
45537863,C84.15,"Sezary disease, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45537865,C84.68,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",malignancy,n/a,10
45537866,C84.73,"Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",malignancy,n/a,10
45537867,C84.A5,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45537868,C85.16,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45537869,C85.87,"Other specified types of non-Hodgkin lymphoma, spleen",malignancy,n/a,10
45537870,C85.97,"Non-Hodgkin lymphoma, unspecified, spleen",malignancy,n/a,10
45537872,C90.30,Solitary plasmacytoma not having achieved remission,malignancy,n/a,10
45537874,C91.60,Prolymphocytic leukemia of T-cell type not having achieved remission,malignancy,n/a,10
45537877,C92.Z0,Other myeloid leukemia not having achieved remission,malignancy,n/a,10
45537878,C93.02,"Acute monoblastic/monocytic leukemia, in relapse",malignancy,n/a,10
45537967,E31.21,Multiple endocrine neoplasia [MEN] type I,malignancy,n/a,10
45552252,C43.59,Malignant melanoma of other part of trunk,malignancy,n/a,10
45552253,C44.01,Basal cell carcinoma of skin of lip,malignancy,n/a,10
45552254,C44.229,Squamous cell carcinoma of skin of left ear and external auricular canal,malignancy,n/a,10
45552255,C44.621,"Squamous cell carcinoma of skin of unspecified upper limb, including shoulder",malignancy,n/a,10
45552256,C46.50,Kaposi's sarcoma of unspecified lung,malignancy,n/a,10
45552259,C49.20,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",malignancy,n/a,10
45552260,C49.22,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",malignancy,n/a,10
45552262,C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,malignancy,n/a,10
45552267,C63.12,Malignant neoplasm of left spermatic cord,malignancy,n/a,10
45552273,C69.21,Malignant neoplasm of right retina,malignancy,n/a,10
45552274,C69.62,Malignant neoplasm of left orbit,malignancy,n/a,10
45552276,C72.31,Malignant neoplasm of right optic nerve,malignancy,n/a,10
45552278,C74.12,Malignant neoplasm of medulla of left adrenal gland,malignancy,n/a,10
45552281,C78.02,Secondary malignant neoplasm of left lung,malignancy,n/a,10
45552283,C79.01,Secondary malignant neoplasm of right kidney and renal pelvis,malignancy,n/a,10
45552285,C79.51,Secondary malignant neoplasm of bone,malignancy,n/a,10
45552286,C79.52,Secondary malignant neoplasm of bone marrow,malignancy,n/a,10
45552287,C7A.012,Malignant carcinoid tumor of the ileum,malignancy,n/a,10
45552288,C7A.093,Malignant carcinoid tumor of the kidney,malignancy,n/a,10
45552289,C7B.01,Secondary carcinoid tumors of distant lymph nodes,malignancy,n/a,10
45552290,C81.02,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45552291,C81.21,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45552292,C81.26,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45552294,C81.72,"Other Hodgkin lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45552295,C81.75,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45552296,C81.95,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45552297,C82.10,"Follicular lymphoma grade II, unspecified site",malignancy,n/a,10
45552298,C82.31,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",malignancy,n/a,10
45552300,C82.90,"Follicular lymphoma, unspecified, unspecified site",malignancy,n/a,10
45552301,C82.96,"Follicular lymphoma, unspecified, intrapelvic lymph nodes",malignancy,n/a,10
45552302,C82.98,"Follicular lymphoma, unspecified, lymph nodes of multiple sites",malignancy,n/a,10
45552303,C83.52,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45552304,C83.84,"Other non-follicular lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45552305,C84.05,"Mycosis fungoides, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45552306,C84.63,"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",malignancy,n/a,10
45552307,C84.Z8,"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",malignancy,n/a,10
45552308,C85.28,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45552311,C91.32,"Prolymphocytic leukemia of B-cell type, in relapse",malignancy,n/a,10
45552314,C92.31,"Myeloid sarcoma, in remission",malignancy,n/a,10
45552315,C93.31,"Juvenile myelomonocytic leukemia, in remission",malignancy,n/a,10
45552317,C95.02,"Acute leukemia of unspecified cell type, in relapse",malignancy,n/a,10
45542631,C7A.8,Other malignant neuroendocrine tumors,malignancy,n/a,10
45542632,C7B.02,Secondary carcinoid tumors of liver,malignancy,n/a,10
45542633,C7B.03,Secondary carcinoid tumors of bone,malignancy,n/a,10
45542591,C34.80,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,malignancy,n/a,10
45542593,C40.01,Malignant neoplasm of scapula and long bones of right upper limb,malignancy,n/a,10
45542594,C40.12,Malignant neoplasm of short bones of left upper limb,malignancy,n/a,10
45542595,C40.20,Malignant neoplasm of long bones of unspecified lower limb,malignancy,n/a,10
45542598,C43.31,Malignant melanoma of nose,malignancy,n/a,10
45542599,C43.71,"Malignant melanoma of right lower limb, including hip",malignancy,n/a,10
45542600,C44.00,Unspecified malignant neoplasm of skin of lip,malignancy,n/a,10
45542601,C44.09,Other specified malignant neoplasm of skin of lip,malignancy,n/a,10
45542602,C44.209,Unspecified malignant neoplasm of skin of left ear and external auricular canal,malignancy,n/a,10
45542603,C44.391,Other specified malignant neoplasm of skin of nose,malignancy,n/a,10
45542604,C44.511,Basal cell carcinoma of skin of breast,malignancy,n/a,10
45542605,C44.521,Squamous cell carcinoma of skin of breast,malignancy,n/a,10
45542606,C44.529,Squamous cell carcinoma of skin of other part of trunk,malignancy,n/a,10
45542607,C44.89,Other specified malignant neoplasm of overlapping sites of skin,malignancy,n/a,10
45542608,C44.90,"Unspecified malignant neoplasm of skin, unspecified",malignancy,n/a,10
45542609,C47.10,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",malignancy,n/a,10
45542612,C4A.22,Merkel cell carcinoma of left ear and external auricular canal,malignancy,n/a,10
45542613,C50.029,"Malignant neoplasm of nipple and areola, unspecified male breast",malignancy,n/a,10
45542615,C56.9,Malignant neoplasm of unspecified ovary,malignancy,n/a,10
45542617,C69.02,Malignant neoplasm of left conjunctiva,malignancy,n/a,10
45547486,C34.81,Malignant neoplasm of overlapping sites of right bronchus and lung,malignancy,n/a,10
45547487,C40.10,Malignant neoplasm of short bones of unspecified upper limb,malignancy,n/a,10
45547488,C40.31,Malignant neoplasm of short bones of right lower limb,malignancy,n/a,10
45542619,C69.60,Malignant neoplasm of unspecified orbit,malignancy,n/a,10
45542622,C72.21,Malignant neoplasm of right olfactory nerve,malignancy,n/a,10
45542623,C74.10,Malignant neoplasm of medulla of unspecified adrenal gland,malignancy,n/a,10
45542628,C78.30,Secondary malignant neoplasm of unspecified respiratory organ,malignancy,n/a,10
45542629,C79.61,Secondary malignant neoplasm of right ovary,malignancy,n/a,10
45542630,C79.81,Secondary malignant neoplasm of breast,malignancy,n/a,10
45542634,C81.09,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45542635,C81.13,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45542636,C81.39,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45542637,C82.03,"Follicular lymphoma grade I, intra-abdominal lymph nodes",malignancy,n/a,10
45542639,C82.32,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",malignancy,n/a,10
45542640,C82.41,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",malignancy,n/a,10
45542641,C82.45,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45542642,C82.54,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45542643,C82.82,"Other types of follicular lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45542644,C82.86,"Other types of follicular lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45542645,C82.91,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",malignancy,n/a,10
45542647,C83.33,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45542648,C83.54,"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45542650,C84.01,"Mycosis fungoides, lymph nodes of head, face, and neck",malignancy,n/a,10
45542652,C84.40,"Peripheral T-cell lymphoma, not classified, unspecified site",malignancy,n/a,10
45542653,C84.44,"Peripheral T-cell lymphoma, not classified, lymph nodes of axilla and upper limb",malignancy,n/a,10
45542654,C84.46,"Peripheral T-cell lymphoma, not classified, intrapelvic lymph nodes",malignancy,n/a,10
45542655,C84.49,"Peripheral T-cell lymphoma, not classified, extranodal and solid organ sites",malignancy,n/a,10
45542656,C84.95,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45542657,C84.A6,"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",malignancy,n/a,10
45542658,C85.19,"Unspecified B-cell lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45542660,C90.20,Extramedullary plasmacytoma not having achieved remission,malignancy,n/a,10
45542662,C91.41,"Hairy cell leukemia, in remission",malignancy,n/a,10
45542664,C91.Z1,"Other lymphoid leukemia, in remission",malignancy,n/a,10
45542665,C92.Z1,"Other myeloid leukemia, in remission",malignancy,n/a,10
45542666,C93.92,"Monocytic leukemia, unspecified in relapse",malignancy,n/a,10
45542668,C94.80,Other specified leukemias not having achieved remission,malignancy,n/a,10
45542669,C95.10,Chronic leukemia of unspecified cell type not having achieved remission,malignancy,n/a,10
45547490,C43.72,"Malignant melanoma of left lower limb, including hip",malignancy,n/a,10
45547492,C44.02,Squamous cell carcinoma of skin of lip,malignancy,n/a,10
45547495,C44.121,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus",malignancy,n/a,10
45547496,C44.292,Other specified malignant neoplasm of skin of right ear and external auricular canal,malignancy,n/a,10
45547497,C44.399,Other specified malignant neoplasm of skin of other parts of face,malignancy,n/a,10
45547498,C44.500,Unspecified malignant neoplasm of anal skin,malignancy,n/a,10
45547499,C44.601,"Unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder",malignancy,n/a,10
45547502,C44.799,"Other specified malignant neoplasm of skin of left lower limb, including hip",malignancy,n/a,10
45547503,C50.221,Malignant neoplasm of upper-inner quadrant of right male breast,malignancy,n/a,10
45547504,C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,malignancy,n/a,10
45547510,C63.01,Malignant neoplasm of right epididymis,malignancy,n/a,10
45547511,C63.02,Malignant neoplasm of left epididymis,malignancy,n/a,10
45542676,D03.60,"Melanoma in situ of unspecified upper limb, including shoulder",malignancy,n/a,10
45547513,C63.10,Malignant neoplasm of unspecified spermatic cord,malignancy,n/a,10
45547514,C65.2,Malignant neoplasm of left renal pelvis,malignancy,n/a,10
45547515,C69.50,Malignant neoplasm of unspecified lacrimal gland and duct,malignancy,n/a,10
45547517,C72.22,Malignant neoplasm of left olfactory nerve,malignancy,n/a,10
45547518,C72.59,Malignant neoplasm of other cranial nerves,malignancy,n/a,10
45547521,C76.41,Malignant neoplasm of right upper limb,malignancy,n/a,10
45547525,C7A.010,Malignant carcinoid tumor of the duodenum,malignancy,n/a,10
45547526,C7A.022,Malignant carcinoid tumor of the ascending colon,malignancy,n/a,10
45547527,C7A.090,Malignant carcinoid tumor of the bronchus and lung,malignancy,n/a,10
45547528,C7A.096,"Malignant carcinoid tumor of the hindgut, unspecified",malignancy,n/a,10
45547531,C81.34,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45547533,C81.77,"Other Hodgkin lymphoma, spleen",malignancy,n/a,10
45547534,C82.25,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45547535,C82.33,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",malignancy,n/a,10
45547536,C82.56,"Diffuse follicle center lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45547537,C82.60,"Cutaneous follicle center lymphoma, unspecified site",malignancy,n/a,10
45547538,C82.80,"Other types of follicular lymphoma, unspecified site",malignancy,n/a,10
45547539,C83.16,"Mantle cell lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45547540,C83.36,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45547541,C83.76,"Burkitt lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45547542,C84.03,"Mycosis fungoides, intra-abdominal lymph nodes",malignancy,n/a,10
45547543,C84.18,"Sezary disease, lymph nodes of multiple sites",malignancy,n/a,10
45547544,C84.70,"Anaplastic large cell lymphoma, ALK-negative, unspecified site",malignancy,n/a,10
45547545,C84.74,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",malignancy,n/a,10
45547546,C84.Z2,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",malignancy,n/a,10
45547548,C85.18,"Unspecified B-cell lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45547549,C85.92,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",malignancy,n/a,10
45547550,C85.95,"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45547551,C88.8,Other malignant immunoproliferative diseases,malignancy,n/a,10
45547552,C91.91,"Lymphoid leukemia, unspecified, in remission",malignancy,n/a,10
45542704,D47.Z1,Post-transplant lymphoproliferative disorder (PTLD),malignancy,n/a,10
45547554,C92.00,"Acute myeloblastic leukemia, not having achieved remission",malignancy,n/a,10
45547555,C92.12,"Chronic myeloid leukemia, BCR/ABL-positive, in relapse",malignancy,n/a,10
45547556,C92.22,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse",malignancy,n/a,10
45547557,C92.41,"Acute promyelocytic leukemia, in remission",malignancy,n/a,10
45547559,C93.30,"Juvenile myelomonocytic leukemia, not having achieved remission",malignancy,n/a,10
45547560,C94.22,"Acute megakaryoblastic leukemia, in relapse",malignancy,n/a,10
45547566,D03.20,Melanoma in situ of unspecified ear and external auricular canal,malignancy,n/a,10
45547567,D03.30,Melanoma in situ of unspecified part of face,malignancy,n/a,10
45547568,D03.52,Melanoma in situ of breast (skin) (soft tissue),malignancy,n/a,10
45547569,D03.62,"Melanoma in situ of left upper limb, including shoulder",malignancy,n/a,10
45547570,D03.70,"Melanoma in situ of unspecified lower limb, including hip",malignancy,n/a,10
45542750,E31.20,"Multiple endocrine neoplasia [MEN] syndrome, unspecified",malignancy,n/a,10
45542751,E31.22,Multiple endocrine neoplasia [MEN] type IIA,malignancy,n/a,10
45561794,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",malignancy,n/a,10
45561795,C40.30,Malignant neoplasm of short bones of unspecified lower limb,malignancy,n/a,10
45561783,C06.89,Malignant neoplasm of overlapping sites of other parts of mouth,malignancy,n/a,10
45561796,C40.82,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,malignancy,n/a,10
45561797,C43.10,"Malignant melanoma of unspecified eyelid, including canthus",malignancy,n/a,10
45561798,C43.20,Malignant melanoma of unspecified ear and external auricular canal,malignancy,n/a,10
45561799,C43.39,Malignant melanoma of other parts of face,malignancy,n/a,10
45561801,C44.311,Basal cell carcinoma of skin of nose,malignancy,n/a,10
45561802,C44.519,Basal cell carcinoma of skin of other part of trunk,malignancy,n/a,10
45561803,C44.692,"Other specified malignant neoplasm of skin of right upper limb, including shoulder",malignancy,n/a,10
45561804,C44.791,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip",malignancy,n/a,10
45561807,C47.21,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",malignancy,n/a,10
45561809,C4A.52,Merkel cell carcinoma of skin of breast,malignancy,n/a,10
45561810,C4A.61,"Merkel cell carcinoma of right upper limb, including shoulder",malignancy,n/a,10
45561812,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,malignancy,n/a,10
45561813,C50.212,Malignant neoplasm of upper-inner quadrant of left female breast,malignancy,n/a,10
45561814,C50.229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,malignancy,n/a,10
45561815,C50.311,Malignant neoplasm of lower-inner quadrant of right female breast,malignancy,n/a,10
45561817,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,malignancy,n/a,10
45561818,C50.421,Malignant neoplasm of upper-outer quadrant of right male breast,malignancy,n/a,10
45561819,C50.812,Malignant neoplasm of overlapping sites of left female breast,malignancy,n/a,10
45561820,C50.922,Malignant neoplasm of unspecified site of left male breast,malignancy,n/a,10
45561821,C57.21,Malignant neoplasm of right round ligament,malignancy,n/a,10
45561822,C63.11,Malignant neoplasm of right spermatic cord,malignancy,n/a,10
45561823,C69.12,Malignant neoplasm of left cornea,malignancy,n/a,10
45561824,C69.41,Malignant neoplasm of right ciliary body,malignancy,n/a,10
45561825,C69.51,Malignant neoplasm of right lacrimal gland and duct,malignancy,n/a,10
45561826,C69.81,Malignant neoplasm of overlapping sites of right eye and adnexa,malignancy,n/a,10
45561833,C79.40,Secondary malignant neoplasm of unspecified part of nervous system,malignancy,n/a,10
45561834,C79.60,Secondary malignant neoplasm of unspecified ovary,malignancy,n/a,10
45566582,C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",malignancy,n/a,10
45566584,C43.22,Malignant melanoma of left ear and external auricular canal,malignancy,n/a,10
45566586,C44.49,Other specified malignant neoplasm of skin of scalp and neck,malignancy,n/a,10
45566588,C44.591,Other specified malignant neoplasm of skin of breast,malignancy,n/a,10
45566590,C44.80,Unspecified malignant neoplasm of overlapping sites of skin,malignancy,n/a,10
45561835,C7A.021,Malignant carcinoid tumor of the cecum,malignancy,n/a,10
45561836,C80.1,"Malignant (primary) neoplasm, unspecified",malignancy,n/a,10
45561837,C81.03,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45561838,C81.06,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45561839,C81.11,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
